rank_test_score,mean_test_score,std_test_score,params
22,0.9036684108617019,0.0026267798754218506,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 4, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.6}"
23,0.9033822935118913,0.00290331165724737,"{'model__subsample': 0.6, 'model__n_estimators': 300, 'model__min_child_weight': 4, 'model__max_depth': 6, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.8999999999999999}"
24,0.9033649855870509,0.003469360262915068,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 5, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.6}"
25,0.90322162666421,0.003053225095120278,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 4, 'model__max_depth': 7, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.6}"
26,0.9031842045241476,0.003040079069093544,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 1, 'model__max_depth': 9, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7}"
27,0.9031263376147403,0.0028187675296827666,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 4, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
28,0.9029159679258703,0.0034345173334484635,"{'model__subsample': 0.7, 'model__n_estimators': 100, 'model__min_child_weight': 4, 'model__max_depth': 8, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.6}"
29,0.9022276087371865,0.0029509034946775766,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 3, 'model__max_depth': 5, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.6}"
30,0.9020050580514981,0.003069612870194663,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 8, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.6}"
31,0.9019956807531468,0.003521698547514968,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 4, 'model__max_depth': 9, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7999999999999999}"
32,0.90168147495028,0.0033879497860348803,"{'model__subsample': 0.7, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7}"
33,0.9016092662490346,0.002247338737260955,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 4, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
34,0.9015323348763079,0.0037526265233055987,"{'model__subsample': 0.6, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 9, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7999999999999999}"
35,0.9015281806339566,0.002853698737469296,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 2, 'model__max_depth': 8, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
36,0.9011824643781841,0.002904007390320938,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7999999999999999}"
37,0.9011317580306187,0.003282737928991531,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
38,0.9010079407031546,0.003415284877974104,"{'model__subsample': 0.6, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7}"
39,0.9009205801241537,0.002255521530543393,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 2, 'model__max_depth': 9, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
40,0.9007650030808219,0.0028449003294261817,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.6}"
41,0.9006989301905121,0.0031290093591467027,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
42,0.9005139808660527,0.0020425935190971326,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 5, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7999999999999999}"
43,0.9004413187410545,0.0027397336853017813,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7999999999999999}"
44,0.900429305996053,0.0030613993998743535,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7}"
45,0.9002818273744259,0.0029259898386719977,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 5, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.6}"
46,0.9001489933810076,0.003166751360628136,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 4, 'model__max_depth': 8, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.8999999999999999}"
47,0.8999436790033588,0.0017304551249462984,"{'model__subsample': 0.6, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.6}"
48,0.8996818321732689,0.003095131625640456,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 3, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
49,0.8993055764012962,0.0030756013039530163,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 6, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7999999999999999}"
50,0.898921219428814,0.002834082322205512,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 3, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
51,0.8987402344814939,0.0028402163793991185,"{'model__subsample': 0.6, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 7, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
52,0.8982508592053706,0.0035260603123606574,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 8, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7}"
53,0.8981703109720215,0.002751081283878585,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 9, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
54,0.898045074553066,0.0023728398438785537,"{'model__subsample': 0.6, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 3, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
55,0.897889419032867,0.0014293592988302455,"{'model__subsample': 0.6, 'model__n_estimators': 500, 'model__min_child_weight': 4, 'model__max_depth': 3, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
56,0.8977682909382313,0.0030474130136075085,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 4, 'model__max_depth': 4, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
57,0.897550067649582,0.003976227652370846,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 6, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7}"
58,0.8971599198428374,0.0021231098115543586,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 8, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7999999999999999}"
59,0.8971342437372325,0.0021303163984535503,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 4, 'model__max_depth': 4, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7999999999999999}"
60,0.8970310996057055,0.003434187793570016,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 7, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7999999999999999}"
61,0.896841424742747,0.002478245508024509,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 8, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.8999999999999999}"
62,0.8965579786704282,0.0036788228506711347,"{'model__subsample': 0.6, 'model__n_estimators': 100, 'model__min_child_weight': 4, 'model__max_depth': 6, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.6}"
63,0.8962234561827934,0.0038695351209431716,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 0.31622776601683794, 'model__colsample_bytree': 0.7}"
64,0.89552464354152,0.002580563467043615,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 5, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.8999999999999999}"
65,0.8950408020491919,0.002593917551923426,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 4, 'model__max_depth': 4, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
66,0.8945358596032496,0.0032694834052588054,"{'model__subsample': 0.6, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 4, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
67,0.8943930387697933,0.002271966167897273,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
68,0.8936331106804818,0.002173273389181987,"{'model__subsample': 0.6, 'model__n_estimators': 100, 'model__min_child_weight': 3, 'model__max_depth': 8, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
69,0.8935474393013786,0.002721216965242616,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 1, 'model__max_depth': 9, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
70,0.8933365170247034,0.0031061901323822198,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 5, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.6}"
71,0.8931689027906387,0.0021818987082592198,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 3, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7999999999999999}"
72,0.8931600902491634,0.0039214482463108095,"{'model__subsample': 0.6, 'model__n_estimators': 100, 'model__min_child_weight': 2, 'model__max_depth': 6, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7999999999999999}"
73,0.8928664944968162,0.0019496772289366274,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 6, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
74,0.8924824563970288,0.002285557398771453,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 8, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
75,0.8924414836903154,0.0034270118007853306,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 4, 'model__max_depth': 8, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
76,0.892341836187199,0.002097811817237762,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 1, 'model__max_depth': 9, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.6}"
77,0.8921526511943183,0.0035772323023055335,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 7, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7999999999999999}"
78,0.8921079842042522,0.003213265192293797,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.6}"
79,0.8920992535725085,0.0019142271716221313,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 9, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
80,0.8920945745932997,0.002774576651426072,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 2, 'model__max_depth': 7, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
81,0.8919351732332995,0.0018011029313924987,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 2, 'model__max_depth': 9, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.6}"
82,0.891820550250914,0.004282306058175654,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 500, 'model__min_child_weight': 4, 'model__max_depth': 6, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.6}"
83,0.8913881005978631,0.002577852724069767,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__min_child_weight': 2, 'model__max_depth': 4, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7999999999999999}"
84,0.8906024317920241,0.002520664087063384,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 7, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
85,0.8897819311119693,0.0030181208375725747,"{'model__subsample': 0.6, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 8, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
86,0.8896758590970079,0.002668562853356256,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 100, 'model__min_child_weight': 2, 'model__max_depth': 3, 'model__learning_rate': 0.1, 'model__colsample_bytree': 0.7}"
87,0.8894134253960626,0.004444011713620636,"{'model__subsample': 0.6, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.6}"
88,0.8889370212002792,0.00333094501698044,"{'model__subsample': 0.6, 'model__n_estimators': 500, 'model__min_child_weight': 4, 'model__max_depth': 5, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.7}"
89,0.8882098284943076,0.003863248205915281,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 200, 'model__min_child_weight': 2, 'model__max_depth': 6, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
90,0.8880512797984028,0.0031532000496308056,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 300, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
91,0.8880062389312722,0.0037638050593383496,"{'model__subsample': 0.6, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 6, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
92,0.8878392645408872,0.002531381292259782,"{'model__subsample': 0.6, 'model__n_estimators': 500, 'model__min_child_weight': 3, 'model__max_depth': 7, 'model__learning_rate': 1.0, 'model__colsample_bytree': 0.8999999999999999}"
93,0.8878038524722458,0.0031783547335353223,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__min_child_weight': 3, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7}"
94,0.8874457144082429,0.0024752056301224424,"{'model__subsample': 0.7, 'model__n_estimators': 100, 'model__min_child_weight': 1, 'model__max_depth': 5, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.6}"
95,0.8835570623486303,0.002446869584959764,"{'model__subsample': 0.7, 'model__n_estimators': 200, 'model__min_child_weight': 2, 'model__max_depth': 3, 'model__learning_rate': 0.03162277660168379, 'model__colsample_bytree': 0.7}"
96,0.883469681794006,0.002409939625264394,"{'model__subsample': 0.7999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 3, 'model__max_depth': 4, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7999999999999999}"
97,0.8753331285826155,0.0030261538788780374,"{'model__subsample': 0.7, 'model__n_estimators': 300, 'model__min_child_weight': 3, 'model__max_depth': 4, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
98,0.8722084274900757,0.0023324325904843022,"{'model__subsample': 0.8999999999999999, 'model__n_estimators': 400, 'model__min_child_weight': 4, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.7999999999999999}"
99,0.8709363345228416,0.002915483655627968,"{'model__subsample': 0.7, 'model__n_estimators': 400, 'model__min_child_weight': 2, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.8999999999999999}"
100,0.8598731983275962,0.003027415913729327,"{'model__subsample': 0.6, 'model__n_estimators': 200, 'model__min_child_weight': 4, 'model__max_depth': 3, 'model__learning_rate': 0.01, 'model__colsample_bytree': 0.6}"
