rank_test_score,mean_test_score,std_test_score,params
97,0.8519777596561802,0.005059897556684062,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
98,0.851913495461241,0.004453045527153774,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
99,0.8518026665259828,0.0048527207336233075,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
100,0.851799924153555,0.006320981735192124,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
101,0.8516641672007956,0.0037109081015991537,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
102,0.8516038000438051,0.004168702706599543,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
103,0.8515758873308096,0.006000542706976185,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
104,0.8512489705192469,0.004674366868049154,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
105,0.8512342912728471,0.005327318834651916,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
106,0.8512143639744064,0.005838130412794372,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
107,0.8511707234293796,0.003821646052864009,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
108,0.8508648069802203,0.005221733516780269,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
