rank_test_score,mean_test_score,std_test_score,params
1,0.8879653556859118,0.002998526128149648,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
2,0.8879329299948914,0.0031879565968175533,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
3,0.887918664327534,0.0030429021674290547,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
4,0.8878427249687263,0.0020787469436064146,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
5,0.8878392332320759,0.003106019298405037,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
6,0.8877200908614504,0.0026302422593604676,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
7,0.88762137301803,0.002592737580372561,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
8,0.8874456022334005,0.0022776203950856454,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
9,0.8874307963119797,0.0019715533084655283,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
10,0.887313956042101,0.002693280354727134,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
11,0.8872107000103598,0.003137353796550657,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
12,0.887199315064872,0.0023918497767833695,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
13,0.8871755313147169,0.002492309599335161,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
14,0.8870900205667838,0.0020401045253958536,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
15,0.8870340114369293,0.0031279732279564107,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
16,0.8870082033147753,0.003270362741324997,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
17,0.886975246716065,0.0025808198926394895,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
18,0.8869601390316879,0.0026800118291861086,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
19,0.886951209496539,0.0025507481504995575,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
20,0.8869505973715262,0.0018207435870201748,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
21,0.886849467165033,0.0026934287696178533,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
22,0.8868435520083551,0.0020670968988873643,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
23,0.8868326458364717,0.002063265693255815,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
24,0.8868181224775175,0.0032920279721055158,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
25,0.8867409334381969,0.001694134445678184,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
26,0.886723928955988,0.0025279287064141594,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
27,0.8866171324099504,0.0023782089823103977,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
28,0.8866111606267859,0.002933890950709841,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
29,0.8865453131473414,0.003691722457858028,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
30,0.8865400655806015,0.002386757554745766,"{'model__max_depth': 9, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
31,0.8863107774536193,0.002125193106633679,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
32,0.8862450131137803,0.0023976534073153538,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
33,0.8860552129756668,0.0023394378049597956,"{'model__max_depth': 9, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
34,0.8859660827247934,0.0017314174509872476,"{'model__max_depth': 9, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
35,0.8859437909027055,0.002121716428757679,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
36,0.8854722185614644,0.002643651965012369,"{'model__max_depth': 9, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
37,0.8719880241750678,0.0012869963653350616,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
38,0.8719671431673739,0.0032424353145573356,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
39,0.8718787685776881,0.003049373645916354,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
40,0.8718715663196044,0.0016555631065965832,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
41,0.8714398136383036,0.0027244517302807913,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
42,0.8712979454377761,0.002852153776777937,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
43,0.871287539507135,0.00443396273326936,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
44,0.8711188248136279,0.004007294613626608,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
45,0.8710914323210013,0.0030865132182239436,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
46,0.8710823854819258,0.0017913054870378076,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
47,0.8710133838417777,0.003160341565414405,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
48,0.870903441037483,0.004043717670257229,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
49,0.870853121316457,0.002867316827104521,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
50,0.8707432623533611,0.002841327635465741,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
51,0.8707345365150679,0.0031487111947512366,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
52,0.8707087063623146,0.0024431645782619386,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
53,0.8706974118070185,0.002891406213753308,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
54,0.8706798020218798,0.002382626799639229,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
55,0.8705737539607016,0.0026390065099052944,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
56,0.8705685629874569,0.003620669848031881,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
57,0.8705145445806949,0.0030604159397988944,"{'model__max_depth': 7, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
58,0.8704777904516217,0.0031083059047326447,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
59,0.8704534727754825,0.0029589874247305096,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
60,0.8704291687305933,0.002936676320852363,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
61,0.8704268346322955,0.003447118291238361,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
62,0.8704121682583936,0.0025450170009306467,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
63,0.8703926952920321,0.002794848486041948,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
64,0.8702424100086773,0.0031218613707168458,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
65,0.8701079819141487,0.002401355222760271,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
66,0.8700914363044239,0.004878561722276049,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
67,0.870017112767956,0.000760742091611364,"{'model__max_depth': 7, 'model__min_samples_leaf': 1, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
68,0.8694876028017623,0.003577710491209593,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
69,0.8694869930907558,0.0031912412398663243,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
70,0.8693085219275808,0.0023791339665676986,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
71,0.8691754054214696,0.0023088786906875834,"{'model__max_depth': 7, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
72,0.8691059912321257,0.002306286844004459,"{'model__max_depth': 7, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
73,0.853764887070007,0.005420973426863108,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
74,0.8537157685343694,0.006183156984835338,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
75,0.8536535637613865,0.00646815878020866,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
76,0.8535120011528475,0.004459160701953572,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
77,0.8532157988605901,0.005083708080784124,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
78,0.8528633919617272,0.003957511212711481,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
79,0.8527477739942544,0.0064002265030148634,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 100}"
80,0.8527446727946758,0.004624122808071166,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
81,0.8527012146305349,0.0035116088444397298,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
82,0.8526997754816945,0.004058794628724696,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
83,0.852636886566849,0.005072412137065177,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
84,0.8526356340347272,0.004460679534372861,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
85,0.8526241034718414,0.006594213367216924,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
86,0.8525957072270579,0.005348398989340675,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 4, 'model__n_estimators': 300}"
87,0.8525136312363075,0.005600380654671482,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
88,0.852505469230822,0.004324056431439696,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
89,0.8524656041960256,0.006020968554816238,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
90,0.8524068316983151,0.005664376497845505,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 3, 'model__n_estimators': 200}"
91,0.8523086576233645,0.00404727265435598,"{'model__max_depth': 5, 'model__min_samples_leaf': 6, 'model__min_samples_split': 2, 'model__n_estimators': 300}"
92,0.8521991671197682,0.004050979637639082,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 4, 'model__n_estimators': 200}"
93,0.852194505165758,0.00489086097473639,"{'model__max_depth': 5, 'model__min_samples_leaf': 4, 'model__min_samples_split': 3, 'model__n_estimators': 300}"
94,0.8521846275056095,0.005824218156837156,"{'model__max_depth': 5, 'model__min_samples_leaf': 1, 'model__min_samples_split': 3, 'model__n_estimators': 100}"
95,0.8520174308276559,0.0052041110140221974,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 200}"
96,0.8520111499540988,0.004330328041733502,"{'model__max_depth': 5, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100}"
